OBJECTID,RELI,E_KOORD,E_ZENTER,N_KOORD,N_ZENTER,B20BM14,B20BM15,B20BM16,B20BM17,B20BM18,B20BM19,M_TOT,B20BW14,B20BW15,B20BW16,B20BW17,B20BW18,B20BW19,W_TOT,TOT
255,68302522,2683000,2683050,1252200,1252250,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
256,68302499,2683000,2683050,1249900,1249950,3,0,3,0,0,0,6,5,3,0,0,3,0,11,17
257,68302431,2683000,2683050,1243100,1243150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,68312529,2683100,2683150,1252900,1252950,3,3,0,3,3,0,12,3,3,3,3,0,3,15,27
259,68312503,2683100,2683150,1250300,1250350,3,0,0,0,0,0,3,0,3,0,3,0,3,9,12
260,68312478,2683100,2683150,1247800,1247850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,68322510,2683200,2683250,1251000,1251050,3,3,3,0,0,0,9,5,5,5,3,3,3,24,33
262,68322501,2683200,2683250,1250100,1250150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,68322514,2683200,2683250,1251400,1251450,3,3,3,3,0,3,15,0,3,3,0,3,0,9,24
264,68322488,2683200,2683250,1248800,1248850,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
265,68332509,2683300,2683350,1250900,1250950,3,3,3,3,3,3,18,4,3,3,3,0,0,13,31
266,68332505,2683300,2683350,1250500,1250550,3,3,0,0,3,0,9,0,5,0,3,3,3,14,23
267,68332499,2683300,2683350,1249900,1249950,3,3,3,3,0,0,12,3,3,3,3,3,0,15,27
268,68332528,2683300,2683350,1252800,1252850,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
269,68342493,2683400,2683450,1249300,1249350,0,3,3,0,0,3,9,5,3,3,3,0,0,14,23
270,68342512,2683400,2683450,1251200,1251250,3,3,0,0,0,0,6,0,0,0,0,0,0,0,6
271,68342494,2683400,2683450,1249400,1249450,4,3,3,3,3,0,16,4,3,3,3,0,3,16,32
272,68342490,2683400,2683450,1249000,1249050,3,3,4,3,3,0,16,3,3,4,3,3,0,16,32
273,68352489,2683500,2683550,1248900,1248950,6,4,4,3,3,0,20,5,3,5,3,0,0,16,36
274,68352493,2683500,2683550,1249300,1249350,4,7,4,3,0,0,18,7,4,3,0,0,0,14,32
275,68352528,2683500,2683550,1252800,1252850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,68362537,2683600,2683650,1253700,1253750,3,0,0,0,0,0,3,3,0,3,0,0,0,6,9
277,68362494,2683600,2683650,1249400,1249450,3,3,3,0,0,0,9,3,3,3,3,3,0,15,24
278,68362522,2683600,2683650,1252200,1252250,0,3,0,0,3,3,9,0,0,3,0,0,0,3,12
279,68362479,2683600,2683650,1247900,1247950,3,0,3,3,4,3,16,0,0,3,7,5,15,30,46
280,68372470,2683700,2683750,1247000,1247050,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
281,68372522,2683700,2683750,1252200,1252250,3,0,0,0,0,0,3,3,3,0,0,0,0,6,9
282,68372465,2683700,2683750,1246500,1246550,0,3,0,3,0,0,6,0,3,0,3,3,0,9,15
283,68372492,2683700,2683750,1249200,1249250,0,3,3,3,0,3,12,3,0,3,0,0,0,6,18
284,68382517,2683800,2683850,1251700,1251750,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6
285,68382534,2683800,2683850,1253400,1253450,3,6,0,3,0,0,12,5,3,5,3,0,0,16,28
286,68382530,2683800,2683850,1253000,1253050,4,4,6,3,3,0,20,3,6,11,10,10,9,49,69
287,68392514,2683900,2683950,1251400,1251450,3,0,3,0,0,0,6,0,3,3,0,0,0,6,12
288,68392530,2683900,2683950,1253000,1253050,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
289,68392472,2683900,2683950,1247200,1247250,0,3,3,3,0,0,9,0,0,3,0,3,3,9,18
290,68392482,2683900,2683950,1248200,1248250,0,3,3,0,0,0,6,3,3,5,0,0,0,11,17
291,68392512,2683900,2683950,1251200,1251250,3,0,3,0,0,0,6,3,0,3,3,0,0,9,15
292,68402463,2684000,2684050,1246300,1246350,4,3,3,3,0,0,13,3,3,3,3,3,3,18,31
293,68402534,2684000,2684050,1253400,1253450,3,3,3,4,3,3,19,3,3,4,5,3,3,21,40
294,68402465,2684000,2684050,1246500,1246550,4,4,3,3,3,0,17,6,3,0,0,0,0,9,26
295,68402488,2684000,2684050,1248800,1248850,3,0,3,3,3,0,12,3,3,4,3,0,0,13,25
296,68402532,2684000,2684050,1253200,1253250,0,3,3,3,3,0,12,4,3,5,3,3,3,21,33
297,68402458,2684000,2684050,1245800,1245850,3,0,0,0,0,0,3,0,3,3,0,0,0,6,9
298,68412508,2684100,2684150,1250800,1250850,3,6,3,3,3,0,18,3,3,3,3,3,0,15,33
299,68412512,2684100,2684150,1251200,1251250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
300,68412474,2684100,2684150,1247400,1247450,0,3,0,3,0,0,6,3,3,3,3,0,0,12,18
301,68412522,2684100,2684150,1252200,1252250,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
302,68422510,2684200,2684250,1251000,1251050,3,0,3,0,0,0,6,3,3,0,3,0,0,9,15
303,68422466,2684200,2684250,1246600,1246650,3,3,3,3,0,0,12,3,3,3,3,0,0,12,24
304,68422505,2684200,2684250,1250500,1250550,3,0,3,0,0,0,6,3,0,3,0,0,0,6,12
305,68422480,2684200,2684250,1248000,1248050,0,0,0,0,0,0,0,3,0,3,3,0,0,9,9
306,68432477,2684300,2684350,1247700,1247750,3,3,3,3,3,0,15,0,3,3,0,3,3,12,27
307,68432514,2684300,2684350,1251400,1251450,3,3,3,3,0,0,12,0,3,5,3,3,0,14,26
308,68442476,2684400,2684450,1247600,1247650,0,3,0,3,0,0,6,0,0,3,0,0,0,3,9
309,68442468,2684400,2684450,1246800,1246850,3,4,3,3,3,0,16,4,5,3,3,3,3,21,37
310,68442482,2684400,2684450,1248200,1248250,3,3,3,3,3,3,18,3,4,6,5,3,3,24,42
311,68452471,2684500,2684550,1247100,1247150,3,3,3,3,0,0,12,4,3,0,3,3,3,16,28
312,68452520,2684500,2684550,1252000,1252050,6,3,3,0,0,0,12,7,3,0,3,0,3,16,28
313,68452464,2684500,2684550,1246400,1246450,3,3,4,0,3,0,13,0,4,3,3,3,0,13,26
314,68452512,2684500,2684550,1251200,1251250,0,0,0,3,0,0,3,0,3,3,3,0,0,9,12
315,68452484,2684500,2684550,1248400,1248450,3,0,0,0,0,0,3,0,3,3,0,0,0,6,9
316,68462483,2684600,2684650,1248300,1248350,3,3,0,3,0,0,9,3,3,3,0,3,0,12,21
317,68462488,2684600,2684650,1248800,1248850,3,3,0,0,3,0,9,3,3,3,3,3,0,15,24
318,68462516,2684600,2684650,1251600,1251650,3,6,3,3,3,0,18,3,7,4,0,3,0,17,35
319,68472471,2684700,2684750,1247100,1247150,3,3,0,0,0,0,6,3,3,3,3,3,3,18,24
320,68482471,2684800,2684850,1247100,1247150,3,3,3,3,0,0,12,3,3,3,3,3,3,18,30
321,68482485,2684800,2684850,1248500,1248550,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
322,68482512,2684800,2684850,1251200,1251250,4,3,0,0,0,0,7,3,3,3,3,3,4,19,26
323,68482474,2684800,2684850,1247400,1247450,0,3,3,3,0,0,9,3,0,6,0,0,3,12,21
324,68482481,2684800,2684850,1248100,1248150,3,3,0,0,0,0,6,3,0,0,0,0,0,3,9
325,68492465,2684900,2684950,1246500,1246550,3,0,3,0,0,0,6,0,0,3,3,3,0,9,15
326,68492466,2684900,2684950,1246600,1246650,4,3,3,3,3,3,19,3,3,3,4,4,0,17,36
327,68492474,2684900,2684950,1247400,1247450,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
328,68492450,2684900,2684950,1245000,1245050,3,3,3,0,0,0,9,3,3,3,0,3,3,15,24
329,68502471,2685000,2685050,1247100,1247150,0,3,3,3,0,0,9,3,0,3,0,0,0,6,15
330,68502448,2685000,2685050,1244800,1244850,3,3,3,3,3,0,15,0,4,0,0,0,0,4,19
331,68502474,2685000,2685050,1247400,1247450,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
332,68502469,2685000,2685050,1246900,1246950,3,0,3,0,0,0,6,3,3,3,3,0,0,12,18
333,68502461,2685000,2685050,1246100,1246150,3,6,3,3,0,0,15,3,3,5,3,3,3,20,35
334,68502454,2685000,2685050,1245400,1245450,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6
335,68502512,2685000,2685050,1251200,1251250,3,3,0,0,3,0,9,3,3,3,3,0,3,15,24
336,68502446,2685000,2685050,1244600,1244650,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
337,68512460,2685100,2685150,1246000,1246050,3,3,3,3,0,0,12,3,3,3,3,3,3,18,30
338,68512461,2685100,2685150,1246100,1246150,5,3,3,3,3,3,20,3,3,5,11,5,7,34,54
339,68522479,2685200,2685250,1247900,1247950,3,3,0,0,0,3,9,3,3,3,3,0,3,15,24
340,68522480,2685200,2685250,1248000,1248050,0,3,0,0,0,0,3,0,0,3,3,0,0,6,9
341,68522518,2685200,2685250,1251800,1251850,0,0,0,0,3,0,3,0,0,0,3,0,0,3,6
342,68532467,2685300,2685350,1246700,1246750,0,3,0,0,0,0,3,3,0,0,3,0,0,6,9
343,68532511,2685300,2685350,1251100,1251150,3,3,3,3,0,0,12,3,0,0,3,3,0,9,21
344,68532510,2685300,2685350,1251000,1251050,3,0,3,3,0,0,9,3,0,3,0,0,3,9,18
345,68542511,2685400,2685450,1251100,1251150,4,0,0,3,3,3,13,3,3,3,5,3,3,20,33
346,68542469,2685400,2685450,1246900,1246950,0,0,3,3,0,3,9,0,3,0,0,3,0,6,15
347,68552460,2685500,2685550,1246000,1246050,0,3,3,0,3,0,9,3,3,3,3,0,0,12,21
348,68552465,2685500,2685550,1246500,1246550,3,3,3,0,3,0,12,0,3,0,0,3,0,6,18
349,68552480,2685500,2685550,1248000,1248050,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
350,68562474,2685600,2685650,1247400,1247450,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
351,68562480,2685600,2685650,1248000,1248050,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
352,68572464,2685700,2685750,1246400,1246450,3,0,0,0,0,0,3,3,3,3,0,0,0,9,12
353,68572515,2685700,2685750,1251500,1251550,3,0,3,0,3,0,9,0,3,3,3,3,3,15,24
354,68582509,2685800,2685850,1250900,1250950,5,0,3,3,3,0,14,5,3,3,3,3,0,17,31
355,68582487,2685800,2685850,1248700,1248750,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
356,68582505,2685800,2685850,1250500,1250550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,68582454,2685800,2685850,1245400,1245450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,68592508,2685900,2685950,1250800,1250850,3,3,3,3,3,0,15,0,7,0,3,3,0,13,28
359,68602515,2686000,2686050,1251500,1251550,3,0,3,0,0,0,6,3,3,3,3,3,0,15,21
360,68612456,2686100,2686150,1245600,1245650,3,3,3,3,3,0,15,3,3,3,0,0,0,9,24
361,68612469,2686100,2686150,1246900,1246950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,68622457,2686200,2686250,1245700,1245750,3,3,3,0,0,0,9,3,3,0,3,0,0,9,18
363,68622511,2686200,2686250,1251100,1251150,3,0,3,0,3,0,9,4,0,5,6,0,3,18,27
364,68632451,2686300,2686350,1245100,1245150,0,0,0,0,3,0,3,3,3,0,3,3,3,15,18
365,68632455,2686300,2686350,1245500,1245550,0,3,3,0,0,3,9,0,3,3,3,3,0,12,21
366,68632477,2686300,2686350,1247700,1247750,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
367,68642514,2686400,2686450,1251400,1251450,0,3,3,0,0,0,6,3,0,3,3,0,3,12,18
368,68642477,2686400,2686450,1247700,1247750,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
369,68652509,2686500,2686550,1250900,1250950,3,3,3,3,0,3,15,3,3,0,3,3,0,12,27
370,68672512,2686700,2686750,1251200,1251250,4,6,0,3,3,0,16,3,5,3,3,3,3,20,36
371,68682460,2686800,2686850,1246000,1246050,3,3,3,3,0,3,15,3,7,3,0,3,4,20,35
372,68682462,2686800,2686850,1246200,1246250,0,3,4,4,4,3,18,3,3,7,9,5,3,30,48
373,68692454,2686900,2686950,1245400,1245450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,68702460,2687000,2687050,1246000,1246050,5,3,0,3,3,0,14,3,4,5,3,3,3,21,35
375,68702505,2687000,2687050,1250500,1250550,3,3,3,3,0,0,12,3,3,3,0,3,0,12,24
376,68702511,2687000,2687050,1251100,1251150,0,0,0,3,0,0,3,0,3,0,0,0,0,3,6
377,68712503,2687100,2687150,1250300,1250350,3,0,3,0,0,0,6,3,3,3,3,3,0,15,21
378,68752458,2687500,2687550,1245800,1245850,3,3,3,3,4,3,19,4,3,3,5,4,0,19,38
379,68752465,2687500,2687550,1246500,1246550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,68792457,2687900,2687950,1245700,1245750,0,0,0,3,0,3,6,0,0,3,3,0,0,6,12
381,67762493,2677600,2677650,1249300,1249350,3,0,0,3,0,0,6,3,0,3,0,0,0,6,12
382,67822491,2678200,2678250,1249100,1249150,3,0,3,3,3,0,12,3,4,3,3,3,0,16,28
383,67832490,2678300,2678350,1249000,1249050,3,4,0,4,3,0,14,5,3,4,3,3,0,18,32
384,67832492,2678300,2678350,1249200,1249250,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
385,67842511,2678400,2678450,1251100,1251150,3,3,3,3,3,3,18,3,3,3,6,3,4,22,40
386,67842513,2678400,2678450,1251300,1251350,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6
387,67852495,2678500,2678550,1249500,1249550,3,4,0,3,0,0,10,9,3,3,0,0,3,18,28
388,67852480,2678500,2678550,1248000,1248050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,67862522,2678600,2678650,1252200,1252250,3,3,3,3,3,0,15,3,3,0,3,4,0,13,28
390,67862476,2678600,2678650,1247600,1247650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,67872483,2678700,2678750,1248300,1248350,3,0,3,3,3,0,12,0,0,3,3,3,0,9,21
392,67872517,2678700,2678750,1251700,1251750,3,3,3,0,0,0,9,3,0,3,0,0,0,6,15
393,67882480,2678800,2678850,1248000,1248050,3,5,3,3,0,0,14,5,3,0,0,0,0,8,22
394,67892469,2678900,2678950,1246900,1246950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,67892507,2678900,2678950,1250700,1250750,3,3,0,3,4,3,16,3,0,0,3,3,0,9,25
396,67892512,2678900,2678950,1251200,1251250,5,4,7,0,3,3,22,6,3,5,0,3,3,20,42
397,67902497,2679000,2679050,1249700,1249750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,67912511,2679100,2679150,1251100,1251150,3,3,3,0,0,0,9,3,3,3,0,0,0,9,18
399,67922471,2679200,2679250,1247100,1247150,3,3,0,3,0,0,9,3,3,0,3,0,3,12,21
400,67922506,2679200,2679250,1250600,1250650,3,3,0,0,0,0,6,3,3,3,3,0,0,12,18
401,67922479,2679200,2679250,1247900,1247950,4,5,3,4,4,0,20,5,4,8,3,0,3,23,43
402,67932487,2679300,2679350,1248700,1248750,0,3,3,0,0,0,6,0,0,3,0,0,0,3,9
403,67932472,2679300,2679350,1247200,1247250,3,3,0,0,3,0,9,3,3,3,3,3,0,15,24
404,67932474,2679300,2679350,1247400,1247450,3,0,3,3,0,0,9,3,3,4,0,3,0,13,22
405,67942512,2679400,2679450,1251200,1251250,0,3,0,0,0,3,6,3,3,3,3,3,0,15,21
406,67942495,2679400,2679450,1249500,1249550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,67962533,2679600,2679650,1253300,1253350,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
408,67972474,2679700,2679750,1247400,1247450,3,3,0,3,0,3,12,3,0,0,3,3,3,12,24
409,67972477,2679700,2679750,1247700,1247750,3,0,3,6,3,3,18,5,3,5,4,3,5,25,43
410,67972500,2679700,2679750,1250000,1250050,0,0,3,0,0,0,3,0,3,3,3,0,0,9,12
411,67982482,2679800,2679850,1248200,1248250,4,0,3,3,0,0,10,3,3,3,0,0,0,9,19
412,67982472,2679800,2679850,1247200,1247250,3,4,3,0,3,3,16,3,4,4,6,6,3,26,42
413,67982504,2679800,2679850,1250400,1250450,0,3,3,0,3,0,9,0,3,3,3,0,0,9,18
414,67992476,2679900,2679950,1247600,1247650,3,7,5,3,3,3,24,7,6,5,4,4,3,29,53
415,68002479,2680000,2680050,1247900,1247950,3,3,3,0,0,0,9,3,3,3,3,0,0,12,21
416,68002529,2680000,2680050,1252900,1252950,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
417,68002474,2680000,2680050,1247400,1247450,3,0,3,3,3,3,15,3,3,3,0,3,3,15,30
418,68012523,2680100,2680150,1252300,1252350,3,3,0,3,0,0,9,0,3,3,0,0,0,6,15
419,68022524,2680200,2680250,1252400,1252450,3,4,3,3,0,0,13,3,3,3,3,3,0,15,28
420,68022507,2680200,2680250,1250700,1250750,0,3,0,3,0,0,6,3,4,0,0,0,0,7,13
421,68022475,2680200,2680250,1247500,1247550,3,3,0,3,0,0,9,3,3,3,4,3,0,16,25
422,68022479,2680200,2680250,1247900,1247950,3,0,3,0,0,0,6,0,3,3,3,0,0,9,15
423,68032479,2680300,2680350,1247900,1247950,3,3,3,3,0,0,12,6,7,3,0,0,3,19,31
424,68032524,2680300,2680350,1252400,1252450,3,3,3,0,0,0,9,3,3,3,3,3,3,18,27
425,68032510,2680300,2680350,1251000,1251050,3,3,0,0,0,0,6,0,0,0,0,0,0,0,6
426,68042504,2680400,2680450,1250400,1250450,3,3,0,0,0,0,6,3,3,3,0,0,0,9,15
427,68042506,2680400,2680450,1250600,1250650,3,3,4,3,0,0,13,3,3,3,4,0,0,13,26
428,68042480,2680400,2680450,1248000,1248050,3,3,0,3,0,0,9,3,3,3,0,0,4,13,22
429,68042470,2680400,2680450,1247000,1247050,3,0,0,3,0,0,6,3,0,4,3,3,3,16,22
430,68042526,2680400,2680450,1252600,1252650,0,0,3,3,0,0,6,3,0,3,0,3,0,9,15
431,68052466,2680500,2680550,1246600,1246650,3,3,0,3,0,0,9,3,0,0,3,0,0,6,15
432,68052463,2680500,2680550,1246300,1246350,3,0,0,0,0,0,3,3,3,3,3,0,0,12,15
433,68052458,2680500,2680550,1245800,1245850,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
434,68062527,2680600,2680650,1252700,1252750,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
435,68062526,2680600,2680650,1252600,1252650,3,3,0,3,3,0,12,3,3,4,7,3,3,23,35
436,68062471,2680600,2680650,1247100,1247150,3,3,3,5,12,11,37,3,3,4,11,26,33,80,117
437,68062499,2680600,2680650,1249900,1249950,3,3,3,0,0,0,9,3,3,3,0,0,3,12,21
438,68072483,2680700,2680750,1248300,1248350,3,3,3,3,3,0,15,0,3,3,3,0,0,9,24
439,68072460,2680700,2680750,1246000,1246050,4,4,3,3,0,3,17,4,3,4,3,0,0,14,31
440,68072534,2680700,2680750,1253400,1253450,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
441,68082524,2680800,2680850,1252400,1252450,3,3,3,3,3,0,15,3,3,0,3,0,0,9,24
442,68082521,2680800,2680850,1252100,1252150,3,3,3,0,0,0,9,0,3,0,0,3,0,6,15
443,68082534,2680800,2680850,1253400,1253450,3,3,3,0,0,0,9,3,3,3,0,0,0,9,18
444,68092459,2680900,2680950,1245900,1245950,0,3,0,0,0,0,3,0,0,3,3,0,0,6,9
445,68092462,2680900,2680950,1246200,1246250,3,3,0,0,0,0,6,0,0,0,0,0,0,0,6
446,68092503,2680900,2680950,1250300,1250350,4,4,3,3,3,0,17,3,3,3,3,0,3,15,32
447,68092523,2680900,2680950,1252300,1252350,5,3,3,3,3,0,17,3,3,3,4,0,3,16,33
448,68112466,2681100,2681150,1246600,1246650,8,3,3,3,3,0,20,5,3,3,3,3,3,20,40
449,68112529,2681100,2681150,1252900,1252950,3,7,3,3,3,0,19,8,3,3,3,4,0,21,40
450,68112523,2681100,2681150,1252300,1252350,3,0,4,3,3,3,16,3,3,3,7,6,3,25,41
451,68122500,2681200,2681250,1250000,1250050,3,3,3,3,3,0,15,0,3,4,3,3,0,13,28
452,68132472,2681300,2681350,1247200,1247250,4,3,0,3,0,0,10,3,3,3,0,3,3,15,25
453,68132426,2681300,2681350,1242600,1242650,4,0,3,3,3,3,16,4,3,3,3,3,0,16,32
454,68142470,2681400,2681450,1247000,1247050,3,0,3,3,3,0,12,3,5,0,3,3,0,14,26
455,68152425,2681500,2681550,1242500,1242550,3,0,0,0,0,0,3,0,0,0,0,3,0,3,6
456,68152457,2681500,2681550,1245700,1245750,3,4,6,3,3,3,22,5,4,9,3,3,0,24,46
457,68162519,2681600,2681650,1251900,1251950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,68162520,2681600,2681650,1252000,1252050,0,3,3,3,0,0,9,3,3,3,3,0,0,12,21
459,68162466,2681600,2681650,1246600,1246650,3,3,3,0,0,0,9,3,3,0,0,0,0,6,15
460,68172532,2681700,2681750,1253200,1253250,3,0,3,3,3,0,12,5,3,3,0,0,0,11,23
461,68172436,2681700,2681750,1243600,1243650,3,3,3,3,0,0,12,3,5,0,0,0,0,8,20
462,68172435,2681700,2681750,1243500,1243550,3,3,0,0,0,0,6,3,0,3,0,0,0,6,12
463,68172445,2681700,2681750,1244500,1244550,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
464,68182498,2681800,2681850,1249800,1249850,0,3,0,3,0,0,6,3,3,0,3,0,3,12,18
465,68182437,2681800,2681850,1243700,1243750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,68182518,2681800,2681850,1251800,1251850,3,0,0,0,0,0,3,3,0,3,0,3,0,9,12
467,68182500,2681800,2681850,1250000,1250050,3,3,3,0,0,0,9,6,3,3,0,0,3,15,24
468,68182441,2681800,2681850,1244100,1244150,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6
469,68182514,2681800,2681850,1251400,1251450,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
470,68192471,2681900,2681950,1247100,1247150,3,0,3,3,0,0,9,0,3,3,3,3,0,12,21
471,68192499,2681900,2681950,1249900,1249950,3,0,0,3,3,3,12,3,3,3,0,3,3,15,27
472,68192530,2681900,2681950,1253000,1253050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,68202488,2682000,2682050,1248800,1248850,3,3,0,3,0,3,12,8,3,0,0,0,3,14,26
474,68202501,2682000,2682050,1250100,1250150,0,0,0,0,3,0,3,3,0,0,0,3,0,6,9
475,68202496,2682000,2682050,1249600,1249650,3,3,3,3,0,0,12,3,0,3,0,0,3,9,21
476,68202451,2682000,2682050,1245100,1245150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,68212488,2682100,2682150,1248800,1248850,3,3,3,0,3,0,12,4,4,3,0,3,3,17,29
478,68212494,2682100,2682150,1249400,1249450,0,0,0,0,3,0,3,0,0,0,3,0,0,3,6
479,68222459,2682200,2682250,1245900,1245950,3,4,3,3,3,3,19,3,7,3,4,3,3,23,42
480,68222472,2682200,2682250,1247200,1247250,6,3,3,0,0,0,12,3,3,0,0,0,0,6,18
481,68222439,2682200,2682250,1243900,1243950,3,3,0,0,0,3,9,3,3,3,3,0,0,12,21
482,68222458,2682200,2682250,1245800,1245850,5,8,3,3,3,3,25,9,10,3,4,3,3,32,57
483,68222486,2682200,2682250,1248600,1248650,3,0,0,3,0,0,6,3,0,3,0,0,0,6,12
484,68232502,2682300,2682350,1250200,1250250,3,3,3,3,0,3,15,3,0,3,0,0,3,9,24
485,68232522,2682300,2682350,1252200,1252250,0,0,3,0,0,0,3,3,0,3,3,0,0,9,12
486,68232435,2682300,2682350,1243500,1243550,3,0,0,0,0,0,3,0,0,3,0,0,0,3,6
487,68242476,2682400,2682450,1247600,1247650,0,3,3,0,0,0,6,3,4,0,0,0,0,7,13
488,68242440,2682400,2682450,1244000,1244050,3,3,3,3,3,3,18,3,3,3,3,3,3,18,36
489,68242462,2682400,2682450,1246200,1246250,0,0,3,0,3,0,6,3,0,3,4,0,0,10,16
490,68242442,2682400,2682450,1244200,1244250,0,5,4,3,0,3,15,5,4,4,4,3,3,23,38
491,68242473,2682400,2682450,1247300,1247350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,68242435,2682400,2682450,1243500,1243550,0,0,0,0,0,0,0,0,3,3,3,3,3,15,15
493,68252498,2682500,2682550,1249800,1249850,5,3,0,3,0,0,11,5,0,3,0,0,3,11,22
494,68252499,2682500,2682550,1249900,1249950,3,0,3,0,0,0,6,3,4,3,3,0,0,13,19
495,68252515,2682500,2682550,1251500,1251550,4,3,3,3,0,0,13,3,3,3,3,0,0,12,25
496,68252437,2682500,2682550,1243700,1243750,3,0,3,0,3,0,9,3,3,0,3,3,0,12,21
497,68252444,2682500,2682550,1244400,1244450,3,3,3,3,0,0,12,3,3,3,3,0,3,15,27
498,68252502,2682500,2682550,1250200,1250250,0,3,3,0,0,0,6,3,3,3,0,3,0,12,18
499,68252430,2682500,2682550,1243000,1243050,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
500,68252465,2682500,2682550,1246500,1246550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,68262431,2682600,2682650,1243100,1243150,0,0,0,0,3,3,6,3,3,3,3,5,3,20,26
502,68262483,2682600,2682650,1248300,1248350,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
503,68262459,2682600,2682650,1245900,1245950,3,3,3,3,0,0,12,3,3,3,0,0,0,9,21
504,68272491,2682700,2682750,1249100,1249150,0,0,0,3,0,0,3,0,0,3,3,3,0,9,12
505,68272469,2682700,2682750,1246900,1246950,0,3,0,3,0,0,6,3,3,3,3,3,0,15,21
506,68272486,2682700,2682750,1248600,1248650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,68272506,2682700,2682750,1250600,1250650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,68272507,2682700,2682750,1250700,1250750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,68282526,2682800,2682850,1252600,1252650,5,3,3,0,3,0,14,5,3,0,3,3,0,14,28
510,68282504,2682800,2682850,1250400,1250450,3,0,0,0,3,0,6,3,0,0,3,0,3,9,15
511,68282442,2682800,2682850,1244200,1244250,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
512,68282508,2682800,2682850,1250800,1250850,0,0,0,0,0,0,0,3,3,3,0,0,0,9,9
513,68292493,2682900,2682950,1249300,1249350,3,0,3,3,0,3,12,3,5,3,3,3,0,17,29
514,68292515,2682900,2682950,1251500,1251550,3,3,3,3,0,0,12,0,3,3,3,3,3,15,27
515,68292433,2682900,2682950,1243300,1243350,0,3,3,0,0,0,6,0,3,0,0,0,3,6,12
516,67802484,2678000,2678050,1248400,1248450,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
517,68202494,2682000,2682050,1249400,1249450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,67862520,2678600,2678650,1252000,1252050,3,3,0,0,0,0,6,3,3,0,0,0,0,6,12
519,68152517,2681500,2681550,1251700,1251750,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3
520,68572508,2685700,2685750,1250800,1250850,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
